comppct_l,comppct_r,comppct_h,compname,compkind,majcompflag,otherph,localphase,slope_l,slope_r,slope_h,slopelenusle_l,slopelenusle_r,slopelenusle_h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev_l,elev_r,elev_h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry_l,albedodry_r,albedodry_h,airtempa_l,airtempa_r,airtempa_h,map_l,map_r,map_h,reannualprecip_l,reannualprecip_r,reannualprecip_h,ffd_l,ffd_r,ffd_h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod_l,rsprod_r,rsprod_h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub_l,initsub_r,initsub_h,totalsub_l,totalsub_r,totalsub_h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
,35,,Grieta family,Family,Yes,"NIRR, MAP8-10",,1.0,7.0,12.0,,,,Medium,5,86,3,,,,,No,Well drained,1463.0999755859375,1569.699951171875,1676.4000244140625,360,0,0,-- Error in Exists On --,,0.23000000417232513,,11.699999809265137,12.5,13.300000190734863,152,203,254,,,,150,165,180,7,e,,,,,,,,350,500,700,,,,,,,,,,,,,,,Moderate,0,0,0,,,,B,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Typic Calciargids",Aridisols,Argids,Calciargids,Typic Calciargids,fine-loamy,,superactive,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650654,13638018
,50,,Riverwash,Miscellaneous area,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,1650653,13638015
,35,,Typic Torrifluvents,Taxon above family,Yes,,,0.0,3.0,5.0,,,,Very low,3,,,,,,Neither wooded nor farmable under natural conditions,No,Poorly drained,1463.0999755859375,1569.699951171875,1676.4000244140625,360,0,0,flood plains on valley floors,,,,11.699999809265137,12.5,13.300000190734863,152,203,254,,,,150,165,180,7,w,,,,,,,,1100,1600,2000,,,,,,,,,,,,,,,None,0,0,0,,,,A,,,Typic Torrifluvents,Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,not used,,,not used,not used,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650653,13638016
,80,,Marcou family,Family,Yes,,,1.0,5.0,8.0,,,,Low,5,134,2,,,,,No,Moderately well drained,1463.0999755859375,1569.699951171875,1676.4000244140625,360,0,0,fan terraces,,0.30000001192092896,,10.5,11.100000381469727,12.199999809265137,152,203,254,,,,130,145,160,7,e,,,,,,,,350,500,700,,,,,,,,,,,,,,,Low,0,0,0,,,,A,Moderate,High,"Coarse-loamy, mixed, superactive, calcareous, mesic Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,coarse-loamy,,superactive,calcareous,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650652,13638014
,30,,Haplogypsids,Taxon above family,Yes,MAP8-10,,5.0,33.0,60.0,,,,Medium,3,,,,,,,No,Somewhat excessively drained,1463.0999755859375,1569.800048828125,1676.4000244140625,360,0,0,hills,,,,11.699999809265137,12.5,13.300000190734863,152,203,254,,,,150,165,180,7,e,,,,,,,,100,300,450,,,,,,,,,,,,,,,None,3,7,10,5,18,30,A,,,Haplogypsids,Aridisols,Gypsids,Haplogypsids,,not used,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650650,13638012
,30,,Torriorthents,Taxon above family,Yes,MAP8-10,,5.0,33.0,60.0,,,,Medium,5,,,,,,,No,Well drained,1463.0999755859375,1569.800048828125,1676.4000244140625,360,0,0,hills,,,,11.699999809265137,12.5,13.300000190734863,152,203,254,,,,150,165,180,7,e,,,,,,,,200,350,500,,,,,,,,,,,,,,,None,0,0,0,,,,A,,,Torriorthents,Entisols,Orthents,Torriorthents,,not used,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650650,13638013
,70,,Grieta family,Family,Yes,"NIRR, MAP8-10",,3.0,7.0,10.0,,,,Medium,5,86,3,,,,,No,Well drained,1463.0999755859375,1569.800048828125,1676.4000244140625,360,0,0,plateaus,,0.23000000417232513,,11.699999809265137,12.5,13.300000190734863,152,203,254,,,,150,165,180,7,e,,4,e,,,,,350,500,700,,,,,,,,,,,,,,,Moderate,0,0,0,,,,B,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Typic Calciargids",Aridisols,Argids,Calciargids,Typic Calciargids,fine-loamy,,superactive,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650649,13638011
,75,,Claysprings family,Family,Yes,,,1.0,6.0,10.0,,,,Very high,2,86,4,,,,,No,Well drained,1463.0999755859375,1569.800048828125,1676.4000244140625,360,0,0,hills,,0.23000000417232513,,11.699999809265137,12.5,13.300000190734863,152,203,254,,,,150,165,180,7,s,,,,,,,,350,475,600,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,High,"Clayey, smectitic, calcareous, mesic, shallow Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,clayey,,,calcareous,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650648,13638010
,40,,Burnswick,Series,Yes,NIRR,,1.0,3.0,5.0,,,,Low,5,56,5,,,,,No,Well drained,1463.0999755859375,1569.800048828125,1676.4000244140625,360,0,0,fan terraces,,0.30000001192092896,,10.5,11.100000381469727,12.199999809265137,152,203,254,,,,130,140,150,7,s,,,,,,,,350,500,800,,,,,,,,,,,,,,,None,0,0,0,,,,C,Moderate,Moderate,"Fine-loamy, mixed, superactive, mesic Sodic Haplocambids",Aridisols,Cambids,Haplocambids,Sodic Haplocambids,fine-loamy,,superactive,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650647,13638008
,30,,Marcou family,Family,Yes,,,1.0,3.0,5.0,,,,Very low,5,134,2,,,,,No,Moderately well drained,1463.0999755859375,1569.800048828125,1676.4000244140625,360,0,0,dunes on fan terraces,,0.30000001192092896,,10.5,11.100000381469727,12.199999809265137,152,203,254,,,,130,140,150,7,e,,,,,,,,350,500,700,,,,,,,,,,,,,,,Low,0,0,0,,,,A,Moderate,High,"Coarse-loamy, mixed, superactive, calcareous, mesic Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,coarse-loamy,,superactive,calcareous,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,1650647,13638009
