comppct_l,comppct_r,comppct_h,compname,compkind,majcompflag,otherph,localphase,slope_l,slope_r,slope_h,slopelenusle_l,slopelenusle_r,slopelenusle_h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev_l,elev_r,elev_h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry_l,albedodry_r,albedodry_h,airtempa_l,airtempa_r,airtempa_h,map_l,map_r,map_h,reannualprecip_l,reannualprecip_r,reannualprecip_h,ffd_l,ffd_r,ffd_h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod_l,rsprod_r,rsprod_h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub_l,initsub_r,initsub_h,totalsub_l,totalsub_r,totalsub_h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
,100,,Antho,Series,Yes,"IRR, MAP7-10,CALC SURF",,0.0,1.0,1.0,201,235,268,,5,86,3,,,,,No,Somewhat excessively drained,259.0,343.0,427.0,360,0,0,"alluvial fans, stream terraces",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,2,s,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53298,13639511
,100,,Antho,Series,Yes,"IRR, MAP7-10,CALC SURF",,1.0,2.0,3.0,201,235,268,,5,86,3,,,,,No,Somewhat excessively drained,259.0,343.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,e,,2,e,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53299,13639512
,100,,Antho,Series,Yes,"IRR, MAP7-10",,0.0,1.0,1.0,201,235,268,,5,86,3,,,,,No,Well drained,259.0,343.0,427.0,360,0,0,plains,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,2,s,,,,,200,400,600,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53300,13639513
,100,,Antho,Series,Yes,"IRR, MAP7-10,CALC SURF",,0.0,1.0,1.0,201,235,268,,5,56,5,,,,,No,Well drained,259.0,343.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,2,s,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53301,13639514
,45,,Antho,Series,Yes,"IRR, MAP7-10,CALC SURF",,0.0,1.0,1.0,201,235,268,,5,86,3,,,,,No,Somewhat excessively drained,259.0,343.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,3,s,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53302,13639515
,25,,Brios,Series,Yes,"IRR, MAP7-10",,0.0,1.0,1.0,201,235,268,,2,86,3,,,,,No,Excessively drained,213.0,305.0,396.0,360,0,0,channels,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,3,s,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,High,"Sandy, mixed, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,sandy,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53302,13639516
,50,,Antho,Series,Yes,"IRR, MAP7-10,CALC SURF",,0.0,1.0,1.0,201,235,268,,5,86,3,,,,,No,Somewhat excessively drained,259.0,343.0,427.0,360,0,0,stream terraces,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,4,s,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53303,13639517
,30,,Carrizo,Series,Yes,MAP7-10,,0.0,1.0,1.0,201,235,268,,5,56,5,,,,,No,Excessively drained,229.0,328.0,427.0,360,0,0,"channels, stream terraces",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,4,s,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Sandy-skeletal, mixed, hyperthermic Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,sandy-skeletal,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53303,13639518
,40,,Antho,Series,Yes,"IRR, MAP7-10,CALC SURF",,1.0,2.0,3.0,30,152,305,,5,86,3,,,,,No,Somewhat excessively drained,259.0,343.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,e,,2,e,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53304,13639519
,25,,Carrizo,Series,Yes,MAP7-10,,1.0,2.0,3.0,30,152,305,,5,56,5,,,,,No,Excessively drained,229.0,328.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,4,s,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Sandy-skeletal, mixed, hyperthermic Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,sandy-skeletal,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53304,13639520
,50,,Antho,Series,Yes,"NIRR, MAP7-10,CALC SURF",,1.0,2.0,3.0,30,152,305,,5,56,5,,,,,No,Well drained,259.0,343.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,e,,2,e,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,coarse-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53305,13639521
,20,,Tremant,Series,Yes,"NIRR, MAP7-10,CALC SURF",,1.0,3.0,5.0,30,152,305,,5,38,7,,,,,No,Well drained,244.0,396.0,549.0,360,0,0,alluvial fans,,0.30000001192092896,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,270,295,320,7,e,,2,e,,,,,250,400,650,,,,,,,,,,,,,,,None,0,0,0,,,,C,Moderate,Moderate,"Fine-loamy, mixed, hyperthermic Typic Haplargids",Aridisols,Argids,Haplargids,Typic Haplargids,fine-loamy,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53305,13639522
,15,,Mohall,Series,Yes,"NIRR, MAP7-10",,0.0,1.0,1.0,30,152,305,,5,56,5,,,,,No,Well drained,305.0,373.0,442.0,360,0,0,alluvial fans,,0.23000000417232513,,20.0,21.700000762939453,23.299999237060547,152,178,203,,,,250,275,300,7,s,,3,s,,,,,350,500,700,,,,,,,,,,,,,,,None,0,0,0,,,,C,Low,Moderate,"Fine-loamy, mixed, hyperthermic Typic Haplargids",Aridisols,Argids,Haplargids,Typic Haplargids,fine-loamy,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53305,13639523
,100,,Avonda,Series,Yes,IRR,,0.0,1.0,1.0,201,235,268,,3,48,6,,,,,No,Well drained,229.0,297.0,366.0,360,0,0,"plains, stream terraces",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,270,290,7,s,,2,s,,,,,900,1200,2000,,,,,,,,,,,,,,,None,0,0,0,,,,C,Low,High,"Fine-loamy over sandy or sandy-skeletal, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,fine-loamy over sandy or sandy-skeletal,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53306,13639524
,100,,Avondale,Series,Yes,IRR,,0.0,1.0,1.0,201,235,268,,5,86,4L,,,,,No,Well drained,229.0,320.0,411.0,360,0,0,"plains, stream terraces",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,c,,1,,,,,,900,1200,2000,,,,,,,,,,,,,,,None,0,0,0,,,,C,Low,Moderate,"Fine-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,fine-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53307,13639525
,100,,Avondale,Series,Yes,"IRR, MAP7-10",,0.0,1.0,1.0,201,235,268,,5,86,4L,,,,,No,Well drained,229.0,320.0,411.0,360,0,0,stream terraces,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,2,s,,,,,800,1800,3000,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Fine-loamy, mixed, calcareous, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,fine-loamy,,not used,calcareous,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53308,13639526
,100,,Beardsley,Series,Yes,MAP7-10,,0.0,1.0,1.0,30,152,305,,2,48,6,,,,,No,Well drained,366.0,396.0,427.0,360,0,0,"alluvial fans, stream terraces",,0.30000001192092896,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,,,,,,,900,1200,2000,,,,,,,,,,,,,,,None,0,0,0,,,,C,Moderate,High,"Fine, mixed, hyperthermic Typic Durargids",Aridisols,Argids,Durargids,Typic Durargids,fine,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53309,13639527
,100,,Brios,Series,Yes,"IRR, MAP7-10",,0.0,2.0,3.0,201,235,268,,5,134,2,,,,,No,Excessively drained,213.0,305.0,396.0,360,0,0,"alluvial fans, flood plains",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,4,s,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,High,"Sandy, mixed, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,sandy,,,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53310,13639528
,100,,Brios,Series,Yes,"IRR, MAP7-10",,0.0,1.0,1.0,201,235,268,,2,86,3,,,,,No,Excessively drained,213.0,305.0,396.0,360,0,0,"alluvial fans, terraces",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,3,s,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,High,"Sandy, mixed, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,sandy,,,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53311,13639529
,100,,Brios,Series,Yes,"IRR, MAP7-10",,0.0,1.0,1.0,201,235,268,,2,86,4L,,,,,No,Excessively drained,213.0,305.0,396.0,360,0,0,"alluvial fans, terraces",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,3,s,,,,,900,1200,2000,,,,,,,,,,,,,,,None,0,0,0,,,,B,Low,High,"Sandy, mixed, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,sandy,,,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53312,13639530
,0,,Calciorthids,Taxon above family,Yes,,,15.0,28.0,40.0,3,5,6,,,,,,,,,No,,244.0,335.0,427.0,360,0,0,"alluvial fans, stream terraces",,,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,,,,Calciorthids,Aridisols,Orthids,Calciorthids,,,,,,,,hyperthermic,,,,,,,,N/A,N/A,,,,,53313,13639531
,0,,Torriorthents,Taxon above family,Yes,,,15.0,28.0,40.0,3,5,6,,,,,,,,,No,,244.0,335.0,427.0,360,0,0,"alluvial fans, stream terraces",,,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,,,,Torriorthents,Entisols,Orthents,Torriorthents,,,,,,,,hyperthermic,,,,,,,,N/A,N/A,,,,,53313,13639532
,45,,Carrizo,Series,Yes,MAP7-10,,0.0,2.0,3.0,30,152,305,,5,56,5,,,,,No,Excessively drained,229.0,328.0,427.0,360,0,0,flood plains,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,6,w,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Sandy-skeletal, mixed, hyperthermic Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,sandy-skeletal,,,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53314,13639533
,35,,Brios,Series,Yes,"MAP7-10,NIRR",,0.0,1.0,1.0,30,152,305,,5,134,2,,,,,No,Excessively drained,213.0,305.0,396.0,360,0,0,flood plains,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,4,s,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,High,"Sandy, mixed, hyperthermic Typic Torrifluvents",Entisols,Fluvents,Torrifluvents,Typic Torrifluvents,sandy,,,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53314,13639534
,50,,Cherioni,Series,Yes,"MAP7-10,UNDULATING",,3.0,14.0,25.0,3,5,6,,1,48,6,,,,,No,Well drained,244.0,396.0,549.0,360,0,0,"hills, mountain slopes",,0.30000001192092896,,20.5,21.5,22.200000762939453,152,178,203,,,,270,298,325,7,e,,,,,,,,250,450,800,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Loamy-skeletal, mixed, hyperthermic Typic Durorthids",Aridisols,Orthids,Durorthids,Typic Durorthids,loamy-skeletal,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53315,13639535
,20,,Rock outcrop,Miscellaneous area,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,53315,13639536
,40,,Coolidge,Series,Yes,"NIRR, MAP7-10",,0.0,2.0,3.0,30,152,305,,5,86,3,,,,,No,Well drained,244.0,335.0,427.0,360,0,0,alluvial fans,,0.30000001192092896,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,2,s,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, hyperthermic Typic Calciorthids",Aridisols,Orthids,Calciorthids,Typic Calciorthids,coarse-loamy,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53316,13639537
,40,,Laveen,Series,Yes,"NIRR, MAP7-10",,0.0,2.0,3.0,30,152,305,,5,86,3,,,,,No,Well drained,244.0,335.0,427.0,360,0,0,alluvial fans,,0.30000001192092896,,20.5,21.700000762939453,22.799999237060547,152,178,203,,,,250,275,300,7,c,,1,,,,,,200,350,700,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,Moderate,"Coarse-loamy, mixed, hyperthermic Typic Calciorthids",Aridisols,Orthids,Calciorthids,Typic Calciorthids,coarse-loamy,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53316,13639538
,100,,Carrizo,Series,Yes,MAP7-10,,0.0,2.0,3.0,30,152,305,,5,56,5,,,,,No,Excessively drained,229.0,328.0,427.0,360,0,0,"alluvial fans, channels, terraces",,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,s,,4,s,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Sandy-skeletal, mixed, hyperthermic Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,sandy-skeletal,,,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53317,13639539
,60,,Carrizo,Series,Yes,MAP7-10,,3.0,4.0,5.0,30,152,305,,5,56,5,,,,,No,Excessively drained,229.0,328.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.899999618530273,23.299999237060547,152,178,203,,,,250,275,300,7,e,,6,w,,,,,700,1500,2200,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Sandy-skeletal, mixed, hyperthermic Typic Torriorthents",Entisols,Orthents,Torriorthents,Typic Torriorthents,sandy-skeletal,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53318,13639540
,30,,Ebon,Series,Yes,"MAP7-10, UNDULATING",,3.0,8.0,12.0,3,17,30,,5,38,7,,,,,No,Well drained,335.0,381.0,427.0,360,0,0,alluvial fans,,0.23000000417232513,,20.5,21.700000762939453,22.799999237060547,152,178,203,,,,260,280,300,7,e,,,,,,,,250,400,650,,,,,,,,,,,,,,,None,0,0,0,,,,C,Low,High,"Clayey-skeletal, mixed, hyperthermic Typic Haplargids",Aridisols,Argids,Haplargids,Typic Haplargids,clayey-skeletal,,not used,not used,hyperthermic,,hyperthermic,,,,,,,,N/A,N/A,,,,,53318,13639541
