comppct_l,comppct_r,comppct_h,compname,compkind,majcompflag,otherph,localphase,slope_l,slope_r,slope_h,slopelenusle_l,slopelenusle_r,slopelenusle_h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev_l,elev_r,elev_h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry_l,albedodry_r,albedodry_h,airtempa_l,airtempa_r,airtempa_h,map_l,map_r,map_h,reannualprecip_l,reannualprecip_r,reannualprecip_h,ffd_l,ffd_r,ffd_h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod_l,rsprod_r,rsprod_h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub_l,initsub_r,initsub_h,totalsub_l,totalsub_r,totalsub_h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
,25,,Cropley,Series,Yes,,,2.0,5.0,9.0,,,,High,5,86,4,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,10.0,71.0,218.0,203,248,293,"alluvial fans, alluvial plains",,0.09000000357627869,,14.0,15.0,16.0,355,370,600,,,,275,300,325,3,e,5,2,e,5,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Moderate,High,"Fine, smectitic, thermic Aridic Haploxererts",Vertisols,Xererts,Haploxererts,Aridic Haploxererts,fine,not used,not used,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2390853,13085443
,75,,Sanikara,Series,Yes,,,30.0,50.0,75.0,,,,Very high,1,56,5,,Shrub cover,Native shrubs,,No,Somewhat excessively drained,111.0,482.0,797.0,158,203,248,"hills, hillslopes, mountains, mountains",,0.09000000357627869,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,6,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,D,Low,Low,"Loamy-skeletal, mixed, superactive, mesic Lithic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Lithic Haploxerolls,loamy-skeletal,,superactive,not used,mesic,Xeric,thermic,ninth edition,,,,,,,N/A,N/A,,,,,2390872,13085444
,15,,Footpath,Series,Yes,,,30.0,50.0,75.0,,,,High,3,56,5,,Tree cover,Hardwoods,,No,Well drained,111.0,482.0,797.0,158,203,248,"hills, hillslopes, mountains, mountains",,0.09000000357627869,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,6,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Pachic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Argixerolls,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390872,13085445
,3,,Rock outcrop,Miscellaneous area,No,,,30.0,50.0,75.0,,,,Very high,,,,,,,,Unranked,,111.0,482.0,797.0,158,203,248,"hills, hillslopes, mountains, mountains",,,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2390872,13085446
,5,,Haploxerolls,Taxon above family,No,,Limestone,30.0,50.0,75.0,,,,High,2,48,6,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,111.0,482.0,797.0,158,203,248,"hills, hillslopes, mountains, mountains",,0.1599999964237213,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,6,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,Low,Low,"Loamy-skeletal, mixed, superactive, mesic Pachic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Pachic Haploxerolls,loamy-skeletal,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390872,13085447
,2,,Typic Haploxeralfs,Taxon above family,No,,Limestone,30.0,50.0,75.0,,,,Medium,5,48,6,,Grass/herbaceous cover,Other grass/herbaceous cover,,No,Well drained,111.0,482.0,797.0,158,203,248,"hills, hillslopes, mountains, mountains",,0.1599999964237213,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,6,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Typic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Typic Haploxeralfs,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390872,13085448
,60,,Mouser,Series,Yes,,,8.0,20.0,30.0,,,,Medium,4,56,5,,Tree cover,Hardwoods,,No,Well drained,159.0,600.0,857.0,158,293,68,"hills, hillslopes, mountains, mountains",,0.09000000357627869,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,4,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390870,13085449
,20,,Footpath,Series,Yes,,,8.0,20.0,30.0,,,,High,3,56,5,,Tree cover,Hardwoods,,No,Well drained,159.0,600.0,857.0,158,293,68,"hills, hillslopes, mountains, mountains",,0.09000000357627869,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,4,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Pachic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Argixerolls,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390870,13085450
,2,,Haploxerolls,Taxon above family,No,,Limestone,8.0,20.0,30.0,,,,High,2,48,6,,Grass/herbaceous cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,159.0,600.0,857.0,158,293,68,"mountains, mountains",,0.1599999964237213,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,4,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,Low,Low,"Loamy-skeletal, mixed, superactive, mesic Pachic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Pachic Haploxerolls,loamy-skeletal,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390870,13085451
,10,,Sanikara,Series,No,,,8.0,20.0,30.0,,,,High,1,38,7,,Shrub cover,Other shrub cover,,No,Well drained,159.0,600.0,857.0,158,293,68,"hills, hillslopes, mountains, mountains",,0.1599999964237213,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,4,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,D,Low,Low,"Loamy-skeletal, mixed, superactive, mesic Lithic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Lithic Haploxerolls,loamy-skeletal,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390870,13085452
,5,,Typic Haploxeralfs,Family,No,,Limestone,8.0,20.0,30.0,,,,Medium,5,48,6,,Grass/herbaceous cover,Other grass/herbaceous cover,,No,Well drained,159.0,600.0,857.0,158,293,68,"hills, hillslopes, mountains, mountains",,0.1599999964237213,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,4,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Typic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Typic Haploxeralfs,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390870,13085453
,3,,Rock outcrop,Miscellaneous area,No,,,8.0,20.0,30.0,,,,Very high,,,,,,,,Unranked,,159.0,600.0,857.0,158,293,68,"hills, hillslopes, mountains, mountains",,,,13.0,14.0,15.0,762,1270,1524,,,,200,225,250,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2390870,13085454
,45,,Ben Lomond,Series,Yes,,,30.0,50.0,75.0,,,,Medium,4,56,5,,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,614.0,710.0,779.0,338,45,113,"mountains, mountains",,0.23000000417232513,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,7,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,A,Moderate,Low,"Coarse-loamy, mixed, superactive, mesic Pachic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Pachic Ultic Haploxerolls,coarse-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390862,13085455
,35,,Felton,Series,Yes,,,30.0,50.0,75.0,,,,High,5,86,3,,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,614.0,710.0,779.0,338,45,113,"mountains, mountains",,0.23000000417232513,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,7,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,High,Moderate,"Fine-loamy, mixed, superactive, mesic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390862,13085456
,10,,Aptos,Series,No,,,30.0,50.0,75.0,,,,High,3,56,5,,Grass/herbaceous cover,Savanna rangeland,,No,Well drained,614.0,710.0,779.0,338,45,113,"mountains, mountains",,0.23000000417232513,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,7,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Moderate,Moderate,"Fine-loamy, mixed, superactive, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390862,13085457
,5,,Casrock,Series,No,,,30.0,50.0,75.0,,,,High,2,86,3,,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,614.0,710.0,779.0,338,45,113,"mountains, mountains",,0.019999999552965164,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,7,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,High,Moderate,"Loamy-skeletal, mixed, superactive, mesic Pachic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Pachic Ultic Haploxerolls,loamy-skeletal,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390862,13085458
,5,,Ultic Haploxerolls,Family,No,,,30.0,50.0,75.0,,,,Medium,3,86,3,,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,614.0,710.0,779.0,338,45,113,"mountains, mountains",,0.23000000417232513,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,7,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,A,Low,Low,"Loamy-skeletal, mixed, superactive, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,loamy-skeletal,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390862,13085459
,80,,Aptos,Series,Yes,,,30.0,40.0,50.0,,,,High,3,56,5,,Grass/herbaceous cover,Other grass/herbaceous cover,,No,Well drained,751.0,775.0,804.0,23,68,113,"mountains, mountains",,0.23000000417232513,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,6,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Moderate,Moderate,"Fine-loamy, mixed, superactive, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy,,superactive,not used,mesic,Xeric,mesic,ninth edition,,,,,,,N/A,N/A,,,,,2390868,13085460
,5,,Felton,Series,No,,,30.0,40.0,50.0,,,,High,5,86,3,,Tree cover,Hardwoods,,No,Well drained,751.0,775.0,804.0,23,68,113,"mountains, mountains",,0.23000000417232513,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,6,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,High,Moderate,"Fine-loamy, mixed, superactive, mesic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,fine-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390868,13085461
,5,,Ben Lomond,Series,No,,,30.0,40.0,50.0,,,,Medium,4,56,5,,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,751.0,775.0,804.0,23,68,113,"mountains, mountains",,0.23000000417232513,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,6,e,1,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,A,Moderate,Low,"Coarse-loamy, mixed, superactive, mesic Pachic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Pachic Ultic Haploxerolls,coarse-loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390868,13085462
,5,,Casrock,Series,No,,,30.0,40.0,50.0,,,,High,2,86,3,,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,751.0,775.0,804.0,23,68,113,"mountains, mountains",,0.019999999552965164,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,6,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,High,Moderate,"Loamy-skeletal, mixed, superactive, mesic Pachic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Pachic Ultic Haploxerolls,loamy-skeletal,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390868,13085463
,5,,Skyridge,Series,No,,,30.0,40.0,50.0,,,,Very high,1,56,5,,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,751.0,775.0,804.0,23,68,113,"mountains, mountains",,0.09000000357627869,,13.0,14.0,15.0,1016,1270,1524,,,,200,225,250,6,e,8,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,D,Moderate,Low,"Loamy, mixed, superactive, mesic Lithic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Lithic Ultic Haploxerolls,loamy,not used,superactive,not used,mesic,Xeric,mesic,tenth edition,,,,,,,N/A,N/A,,,,,2390868,13085464
,65,,Togasara,Series,Yes,,,15.0,22.5,30.0,,,,High,4,56,5,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,109.0,269.0,392.0,203,293,23,"hills, hills, terraces",,0.1599999964237213,,14.0,15.0,16.0,355,370,600,,,,275,300,325,4,e,4,4,e,4,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Loamy-skeletal, mixed, superactive, thermic Typic Argixerolls",Mollisols,Xerolls,Argixerolls,Typic Argixerolls,loamy-skeletal,not used,superactive,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2391355,13085465
,25,,Montavista,Series,Yes,,,15.0,22.5,30.0,,,,High,4,48,6,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,109.0,269.0,392.0,203,293,23,"hills, hills, terraces",,0.1599999964237213,,14.0,15.0,16.0,355,370,600,,,,275,300,325,4,e,5,4,e,5,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine, smectitic, thermic Typic Argixerolls",Mollisols,Xerolls,Argixerolls,Typic Argixerolls,fine,not used,not used,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2391355,13085466
,10,,Literr,Series,No,,,15.0,22.5,30.0,,,,High,5,48,6,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,109.0,269.0,392.0,203,293,23,"hills, terraces",,0.23000000417232513,,14.0,15.0,16.0,355,370,600,,,,275,300,325,4,e,5,4,e,5,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine, mixed, superactive, thermic Pachic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Argixerolls,fine,not used,superactive,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2391355,13085467
,60,,Montavista,Series,Yes,,,2.0,4.5,9.0,,,,Low,4,48,6,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,63.0,118.0,179.0,203,315,68,"hills, hills, terraces",,0.1599999964237213,,14.0,15.0,16.0,355,370,600,,,,275,300,325,3,e,5,2,e,5,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine, smectitic, thermic Typic Argixerolls",Mollisols,Xerolls,Argixerolls,Typic Argixerolls,fine,not used,not used,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2391359,13085468
,35,,Togasara,Series,Yes,,,2.0,4.5,9.0,,,,Low,4,56,5,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,63.0,118.0,179.0,203,315,68,"hills, hills, terraces",,0.1599999964237213,,14.0,15.0,16.0,355,370,600,,,,275,300,325,3,e,4,2,e,4,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Loamy-skeletal, mixed, superactive, thermic Typic Argixerolls",Mollisols,Xerolls,Argixerolls,Typic Argixerolls,loamy-skeletal,not used,superactive,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2391359,13085469
,4,,Pachic Argixerolls,Family,No,,,2.0,4.5,9.0,,,,Low,5,48,6,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,63.0,118.0,179.0,203,315,68,"hills, hills, terraces",,0.23000000417232513,,14.0,15.0,16.0,355,370,600,,,,275,300,325,3,e,1,2,e,1,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Moderate,Moderate,"Fine-loamy, mixed, superactive, thermic Pachic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Argixerolls,fine-loamy,not used,superactive,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2391359,13085470
,1,,Urban land,Miscellaneous area,No,,,2.0,4.5,9.0,,,,Very high,,,,,Artificial cover,Urban and built-up,,Unranked,,63.0,118.0,179.0,203,315,68,"hills, hills, urban land",,,,14.0,15.0,16.0,355,370,600,,,,275,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2391359,13085471
,55,,Urban land,Miscellaneous area,Yes,,,9.0,12.5,15.0,,,,Very high,,,,,Artificial cover,Urban and built-up,,Unranked,,77.0,127.0,286.0,248,0,113,"hills, hills, urban land",,,,14.0,15.0,16.0,355,370,600,,,,275,300,325,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2391360,13085472
,25,,Montavista,Series,Yes,,,9.0,12.5,15.0,,,,Medium,4,48,6,,Grass/herbaceous cover,Urban and built-up,,No,Well drained,77.0,127.0,286.0,248,0,113,"hills, hills, terraces",,0.1599999964237213,,14.0,15.0,16.0,355,370,600,,,,275,300,325,3,e,5,3,e,5,,,,,,,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,Moderate,"Fine, smectitic, thermic Typic Argixerolls",Mollisols,Xerolls,Argixerolls,Typic Argixerolls,fine,not used,not used,not used,thermic,Xeric,thermic,tenth edition,,,,,,,N/A,N/A,,,,,2391360,13085473
